"Release","File","# Authors in Release","LOC","Avg Churn in Release","Avg Churn from Start","Avg LOC Added in Release","Avg LOC Added from Start","# Revision in Release","# Revision from Start","Feature 9","Feature 10","Buggy"
"4","UnsubscribeResponseHandler.java","0","77","0","12","0","18","0","6","null","null","null"
"4","Value.java","0","141","0","70","0","71","0","2","null","null","null"
"4","ValueComparisonFunction.java","0","297","0","297","0","297","0","1","null","null","null"
"4","VarArgs.java","0","24","0","24","0","24","0","1","null","null","null"
"4","Version.java","0","56","0","8","0","17","0","2","null","null","null"
"4","Versioned.java","0","41","0","41","0","41","0","1","null","null","null"
"4","VoidCallbackAdapter.java","0","38","0","19","0","19","0","2","null","null","null"
"4","WriteCallback.java","0","100","0","11","0","14","0","9","null","null","null"
"4","ZkHubServerManager.java","0","278","0","92","0","95","0","3","null","null","null"
"4","ZkLedgerUnderreplicationManager.java","2","509","0","32","3","36","2","16","null","null","null"
"4","ZkMetadataManagerFactory.java","0","758","0","84","0","91","0","9","null","null","null"
"4","ZkTopicManager.java","0","309","0","38","0","68","0","8","null","null","null"
"4","ZkUtils.java","1","106","12","30","48","38","1","11","null","null","null"
"4","ZkVersion.java","0","63","0","31","0","33","0","2","null","null","null"
"4","ZooKeeperWatcherBase.java","0","88","0","44","0","44","0","2","null","null","null"
"5","AbstractBenchmark.java","0","96","0","24","0","36","0","4","null","null","null"
"5","AbstractConfiguration.java","0","57","0","16","0","17","0","13","null","null","null"
"5","AbstractDNSToSwitchMapping.java","0","128","0","128","0","128","0","1","null","null","null"
"5","AbstractHChannelManager.java","0","562","0","281","0","281","0","2","null","null","null"
"5","AbstractResponseHandler.java","0","141","0","141","0","141","0","1","null","null","null"
"5","AbstractSubscribeResponseHandler.java","0","340","0","113","0","121","0","3","null","null","null"
"5","AbstractSubscriptionManager.java","0","724","0","38","0","46","0","19","null","null","null"
"5","AbstractTopicManager.java","0","240","0","34","0","39","0","7","null","null","null"
"5","AbstractZkLedgerManager.java","1","427","78","23","80","34","2","18","null","null","null"
"5","ActiveSubscriber.java","0","344","0","115","0","118","0","3","null","null","null"
"5","AllToAllTopologyFilter.java","0","68","0","23","0","25","0","3","null","null","null"
"5","AlreadyStartDeliveryException.java","0","33","0","33","0","33","0","1","null","null","null"
"5","AsyncCallback.java","0","136","0","17","0","32","0","8","null","null","null"
"5","Auditor.java","0","466","0","58","0","70","0","8","null","null","null"
"5","AuditorElector.java","0","295","0","37","0","47","0","8","null","null","null"
"5","AutoRecoveryMain.java","1","248","1","27","2","30","1","9","null","null","null"
"5","BaseHandler.java","0","61","0","20","0","25","0","3","null","null","null"
"5","BenchBookie.java","1","194","0","38","1","41","1","5","null","null","null"
"5","BenchmarkPublisher.java","0","127","0","21","0","22","0","6","null","null","null"
"5","BenchmarkSubscriber.java","0","134","0","16","0","19","0","8","null","null","null"
"5","BenchmarkUtils.java","0","172","0","34","0","36","0","5","null","null","null"
"5","BenchmarkWorker.java","0","42","0","21","0","21","0","2","null","null","null"
"5","BenchReadThroughputLatency.java","2","247","0","49","1","52","2","5","null","null","null"
"5","BenchThroughputLatency.java","2","415","0","46","1","55","2","9","null","null","null"
"5","BinaryArithmeticFunction.java","0","166","0","166","0","166","0","1","null","null","null"
"5","BinaryExprFunction.java","0","46","0","46","0","46","0","1","null","null","null"
"5","BKException.java","0","317","0","29","0","30","0","11","null","null","null"
"5","BKMBeanInfo.java","0","25","0","25","0","25","0","1","null","null","null"
"5","BKMBeanRegistry.java","0","81","0","27","0","28","0","3","null","null","null"
"5","BKStats.java","0","224","0","112","0","112","0","2","null","null","null"
"5","Bookie.java","2","1124","10","16","24","36","8","70","null","null","null"
"5","BookieBean.java","0","46","0","23","0","24","0","2","null","null","null"
"5","BookieBenchmark.java","0","96","0","13","0","19","0","7","null","null","null"
"5","BookieClient.java","1","279","7","14","13","17","3","19","null","null","null"
"5","BookieCriticalThread.java","1","41","41","41","41","41","1","1","null","null","null"
"5","BookieException.java","0","142","0","17","0","22","0","8","null","null","null"
"5","BookieLedgerIndexer.java","1","123","0","30","1","32","1","4","null","null","null"
"5","BookieMXBean.java","0","28","0","14","0","15","0","2","null","null","null"
"5","BookieNettyServer.java","2","180","4","25","10","30","3","7","null","null","null"
"5","BookieProtocol.java","0","312","0","28","0","30","0","11","null","null","null"
"5","BookieProtoEncoding.java","1","175","0","58","1","61","1","3","null","null","null"
"5","BookieRequestHandler.java","2","81","99","16","3","57","2","5","null","null","null"
"5","BookieRequestProcessor.java","1","302","302","302","302","302","1","1","null","null","null"
"5","BookieServer.java","3","335","2","8","3","18","4","42","null","null","null"
"5","BookieServerBean.java","0","76","0","18","0","21","0","4","null","null","null"
"5","BookieServerMXBean.java","0","48","0","24","0","26","0","2","null","null","null"
"5","BookieShell.java","2","908","1","75","1","78","3","12","null","null","null"
"5","BookiesListener.java","0","25","0","25","0","25","0","1","null","null","null"
"5","BookieThread.java","1","50","25","25","30","30","2","2","null","null","null"
"5","BookieWatcher.java","0","288","0","19","0","25","0","15","null","null","null"
"5","BookKeeper.java","1","765","87","24","90","45","1","31","null","null","null"
"5","BookKeeperAdmin.java","1","790","0","27","1","45","1","29","null","null","null"
"5","BookkeeperBenchmark.java","0","85","0","14","0","19","0","6","null","null","null"
"5","BookKeeperClientStats.java","1","37","37","37","37","37","1","1","null","null","null"
"5","BookKeeperConstants.java","0","41","0","20","0","21","0","2","null","null","null"
"5","BookkeeperInternalCallbacks.java","1","134","15","22","15","23","1","6","null","null","null"
"5","BookkeeperPersistenceManager.java","0","1137","0","63","0","89","0","18","null","null","null"
"5","BookKeeperTools.java","1","83","0","9","1","83","1","9","null","null","null"
"5","BufferedChannel.java","2","184","3","20","31","31","3","9","null","null","null"
"5","BufferedChannelBase.java","1","50","50","50","50","50","1","1","null","null","null"
"5","BufferedReadChannel.java","1","93","93","93","93","93","1","1","null","null","null"
"5","BytesMessageImpl.java","0","592","0","592","0","592","0","1","null","null","null"
"5","ByteStringInterner.java","0","35","0","17","0","21","0","2","null","null","null"
"5","CachedDNSToSwitchMapping.java","0","137","0","137","0","137","0","1","null","null","null"
"5","CacheKey.java","0","67","0","33","0","34","0","2","null","null","null"
"5","CacheValue.java","0","91","0","18","0","21","0","5","null","null","null"
"5","Callback.java","0","43","0","21","0","23","0","2","null","null","null"
"5","CallbackUtils.java","0","165","0","41","0","46","0","4","null","null","null"
"5","CancelScanRequest.java","0","25","0","25","0","25","0","1","null","null","null"
"5","ChannelDisconnectListener.java","0","27","0","13","0","14","0","2","null","null","null"
"5","ChannelEndPoint.java","0","81","0","27","0","27","0","3","null","null","null"
"5","ChannelTracker.java","0","119","0","40","0","41","0","3","null","null","null"
"5","CheckpointSource.java","1","75","0","37","1","38","1","2","null","null","null"
"5","CleanupChannelMap.java","0","165","0","83","0","83","0","2","null","null","null"
"5","Client.java","0","38","0","38","0","38","0","1","null","null","null"
"5","ClientChannelPipelineFactory.java","0","65","0","16","0","20","0","4","null","null","null"
"5","ClientConfiguration.java","1","154","71","25","72","28","1","21","null","null","null"
"5","ClientMessageFilter.java","0","22","0","22","0","22","0","1","null","null","null"
"5","CloseSubscriptionHandler.java","0","95","0","95","0","95","0","1","null","null","null"
"5","CloseSubscriptionResponseHandler.java","0","76","0","76","0","76","0","1","null","null","null"
"5","CodahaleMetricsProvider.java","2","118","59","59","61","61","2","2","null","null","null"
"5","CodahaleOpStatsLogger.java","1","62","62","62","62","62","1","1","null","null","null"
"5","CodahaleStatsLogger.java","1","90","90","90","90","90","1","1","null","null","null"
"5","CommonConfigurationKeys.java","0","28","0","28","0","28","0","1","null","null","null"
"5","ConcurrencyUtils.java","0","45","0","45","0","45","0","1","null","null","null"
"5","Configurable.java","0","43","0","43","0","43","0","1","null","null","null"
"5","ConnectionImpl.java","0","429","0","429","0","429","0","1","null","null","null"
"5","ConnectionMetaDataImpl.java","0","70","0","70","0","70","0","1","null","null","null"
"5","ConsumeHandler.java","0","65","0","22","0","22","0","3","null","null","null"
"5","Cookie.java","1","236","0","33","1","40","1","7","null","null","null"
"5","Counter.java","1","45","45","45","45","45","1","1","null","null","null"
"5","CounterImpl.java","1","63","63","63","63","63","1","1","null","null","null"
"5","CRC32DigestManager.java","0","50","0","12","0","14","0","4","null","null","null"
"5","DaemonThreadFactory.java","1","36","36","36","36","36","1","1","null","null","null"
"5","DataFormats.java","0","3680","0","525","0","529","0","7","null","null","null"
"5","DebugUtil.java","0","63","0","63","0","63","0","1","null","null","null"
"5","DefaultEnsemblePlacementPolicy.java","0","85","0","85","0","85","0","1","null","null","null"
"5","DefaultServerChannel.java","0","83","0","83","0","83","0","1","null","null","null"
"5","DeliveryCallback.java","0","25","0","25","0","25","0","1","null","null","null"
"5","DeliveryEndPoint.java","0","26","0","26","0","26","0","1","null","null","null"
"5","DeliveryManager.java","0","83","0","9","0","10","0","9","null","null","null"
"5","DigestManager.java","0","172","0","17","0","20","0","10","null","null","null"
"5","DiskChecker.java","1","164","12","54","38","64","1","3","null","null","null"
"5","DistributionSchedule.java","0","81","0","11","0","15","0","7","null","null","null"
"5","DNS.java","0","321","0","321","0","321","0","1","null","null","null"
"5","DNSToSwitchMapping.java","0","54","0","54","0","54","0","1","null","null","null"
"5","Either.java","0","45","0","45","0","45","0","1","null","null","null"
"5","EnsemblePlacementPolicy.java","0","81","0","81","0","81","0","1","null","null","null"
"5","EntryFormatter.java","1","70","0","35","1","35","1","2","null","null","null"
"5","EntryKey.java","1","75","75","75","75","75","1","1","null","null","null"
"5","EntryLogger.java","2","781","51","22","71","40","4","35","null","null","null"
"5","ExitCode.java","0","36","0","36","0","36","0","1","null","null","null"
"5","ExprFunction.java","0","23","0","23","0","23","0","1","null","null","null"
"5","Factory.java","0","20","0","20","0","20","0","1","null","null","null"
"5","FactoryLayout.java","0","151","0","50","0","51","0","3","null","null","null"
"5","FakeBookie.java","0","91","0","22","0","34","0","4","null","null","null"
"5","FIFODeliveryManager.java","0","882","0","36","0","50","0","24","null","null","null"
"5","FileInfo.java","2","349","3","18","20","26","3","19","null","null","null"
"5","FileSystemUpgrade.java","1","351","0","43","1","47","1","8","null","null","null"
"5","FileUtils.java","0","89","0","44","0","45","0","2","null","null","null"
"5","FilterableMessageHandler.java","0","63","0","31","0","32","0","2","null","null","null"
"5","FlatLedgerManager.java","0","150","0","13","0","23","0","11","null","null","null"
"5","FlatLedgerManagerFactory.java","0","83","0","21","0","22","0","4","null","null","null"
"5","GarbageCollector.java","0","46","0","46","0","46","0","1","null","null","null"
"5","GarbageCollectorThread.java","2","574","10","26","26","33","5","22","null","null","null"
"5","Gauge.java","1","26","26","26","26","26","1","1","null","null","null"
"5","HandleFactory.java","0","29","0","29","0","29","0","1","null","null","null"
"5","HandleFactoryImpl.java","1","62","2","20","17","28","1","3","null","null","null"
"5","Handler.java","0","34","0","17","0","18","0","2","null","null","null"
"5","HardLink.java","0","600","0","200","0","203","0","3","null","null","null"
"5","HChannel.java","0","49","0","49","0","49","0","1","null","null","null"
"5","HChannelHandler.java","0","254","0","84","0","85","0","3","null","null","null"
"5","HChannelImpl.java","0","334","0","334","0","334","0","1","null","null","null"
"5","HChannelManager.java","0","144","0","144","0","144","0","1","null","null","null"
"5","HedwigAdmin.java","0","495","0","49","0","67","0","10","null","null","null"
"5","HedwigBenchmark.java","0","149","0","25","0","29","0","6","null","null","null"
"5","HedwigClient.java","0","65","0","97","0","100","0","4","null","null","null"
"5","HedwigClientImpl.java","0","116","0","18","0","10","0","12","null","null","null"
"5","HedwigCommands.java","0","394","0","131","0","132","0","3","null","null","null"
"5","HedwigConnectionFactoryImpl.java","0","58","0","58","0","58","0","1","null","null","null"
"5","HedwigConnectionImpl.java","0","148","0","148","0","148","0","1","null","null","null"
"5","HedwigConsole.java","0","935","0","85","0","100","0","11","null","null","null"
"5","HedwigHubClient.java","0","44","0","22","0","23","0","2","null","null","null"
"5","HedwigHubClientFactory.java","0","67","0","22","0","24","0","3","null","null","null"
"5","HedwigHubSubscriber.java","0","78","0","19","0","21","0","4","null","null","null"
"5","HedwigInitialContext.java","0","96","0","96","0","96","0","1","null","null","null"
"5","HedwigInitialContextFactory.java","0","30","0","30","0","30","0","1","null","null","null"
"5","HedwigJMXService.java","0","34","0","34","0","34","0","1","null","null","null"
"5","HedwigMBeanInfo.java","0","25","0","25","0","25","0","1","null","null","null"
"5","HedwigMBeanRegistry.java","0","44","0","44","0","44","0","1","null","null","null"
"5","HedwigMessagingSessionFacade.java","0","562","0","281","0","282","0","2","null","null","null"
"5","HedwigProxy.java","0","164","0","18","0","20","0","9","null","null","null"
"5","HedwigPublisher.java","0","136","0","11","0","28","0","12","null","null","null"
"5","HedwigSocketAddress.java","0","129","0","65","0","65","0","2","null","null","null"
"5","HedwigSubscriber.java","0","380","0","21","0","52","0","18","null","null","null"
"5","HierarchicalLedgerManager.java","1","429","19","25","1","39","1","17","null","null","null"
"5","HierarchicalLedgerManagerFactory.java","0","84","0","21","0","22","0","4","null","null","null"
"5","HTTPStatsExporter.java","1","70","70","70","70","70","1","1","null","null","null"
"5","HubInfo.java","0","146","0","146","0","146","0","1","null","null","null"
"5","HubLoad.java","0","117","0","58","0","59","0","2","null","null","null"
"5","HubServerManager.java","0","98","0","98","0","98","0","1","null","null","null"
"5","IndexInMemPageMgr.java","2","493","246","246","339","339","2","2","null","null","null"
"5","IndexPersistenceMgr.java","2","510","127","127","150","150","4","4","null","null","null"
"5","InMemoryMetaStore.java","0","70","0","3","0","9","0","1","null","null","null"
"5","InMemoryMetastoreCursor.java","0","88","0","1","0","5","0","2","null","null","null"
"5","InMemoryMetastoreTable.java","0","309","0","1","0","15","0","2","null","null","null"
"5","InMemorySubscriptionManager.java","0","113","0","16","0","19","0","7","null","null","null"
"5","InMemorySubscriptionState.java","0","180","0","20","0","22","0","9","null","null","null"
"5","InterleavedLedgerStorage.java","2","283","10","14","11","19","5","20","null","null","null"
"5","InterpretSelectorParserVisitor.java","0","162","0","162","0","162","0","1","null","null","null"
"5","InvalidSubscriberIdException.java","0","34","0","34","0","34","0","1","null","null","null"
"5","IOUtils.java","0","80","0","40","0","40","0","2","null","null","null"
"5","JLineHedwigCompletor.java","0","94","0","31","0","34","0","3","null","null","null"
"5","JmsHeader.java","0","1014","0","1014","0","1014","0","1","null","null","null"
"5","Journal.java","2","756","54","42","62","51","4","18","null","null","null"
"5","JournalChannel.java","2","190","6","21","11","23","2","9","null","null","null"
"5","LedgerCache.java","0","45","0","2","0","40","0","17","null","null","null"
"5","LedgerCacheBean.java","0","25","0","12","0","36","0","2","null","null","null"
"5","LedgerCacheImpl.java","2","158","338","6","18","42","2","24","null","null","null"
"5","LedgerCacheMXBean.java","1","45","9","22","0","27","1","2","null","null","null"
"5","LedgerChecker.java","1","244","0","40","1","43","1","6","null","null","null"
"5","LedgerCreateOp.java","1","137","12","8","19","14","1","17","null","null","null"
"5","LedgerDeleteOp.java","1","81","10","9","10","11","1","9","null","null","null"
"5","LedgerDescriptor.java","0","56","0","4","0","18","0","12","null","null","null"
"5","LedgerDescriptorImpl.java","1","79","0","19","1","28","1","4","null","null","null"
"5","LedgerDescriptorReadOnlyImpl.java","0","47","0","15","0","17","0","3","null","null","null"
"5","LedgerDirsManager.java","2","336","13","30","22","34","5","11","null","null","null"
"5","LedgerEntry.java","1","74","0","12","1","19","1","6","null","null","null"
"5","LedgerEntryPage.java","1","202","55","28","96","36","1","7","null","null","null"
"5","LedgerFragment.java","0","133","0","26","0","30","0","5","null","null","null"
"5","LedgerFragmentReplicator.java","1","380","0","76","1","93","1","5","null","null","null"
"5","LedgerHandle.java","2","954","9","22","16","45","3","43","null","null","null"
"5","LedgerInputStream.java","1","157","0","31","1","33","1","5","null","null","null"
"5","LedgerLayout.java","0","220","0","31","0","37","0","7","null","null","null"
"5","LedgerManager.java","1","184","19","30","19","46","1","6","null","null","null"
"5","LedgerManagerFactory.java","0","227","0","32","0","43","0","7","null","null","null"
"5","LedgerMetadata.java","0","477","0","17","0","24","0","27","null","null","null"
"5","LedgerOpenOp.java","2","185","7","11","17","18","2","16","null","null","null"
"5","LedgerOutputStream.java","1","134","0","26","1","29","1","5","null","null","null"
"5","LedgerRecoveryOp.java","1","171","20","9","46","17","1","18","null","null","null"
"5","LedgerStorage.java","0","107","0","35","0","37","0","3","null","null","null"
"5","LedgerUnderreplicationManager.java","0","99","0","33","0","33","0","3","null","null","null"
"5","LEPStateChangeCallback.java","1","28","28","28","28","28","1","1","null","null","null"
"5","LocalBookKeeper.java","0","237","0","15","0","30","0","15","null","null","null"
"5","LocalDBPersistenceManager.java","0","442","0","49","0","51","0","9","null","null","null"
"5","LogicalComparisonFunction.java","0","58","0","58","0","58","0","1","null","null","null"
"5","LogMark.java","0","75","0","75","0","75","0","1","null","null","null"
"5","LRUCacheMap.java","0","94","0","94","0","94","0","1","null","null","null"
"5","LRUCacheSet.java","0","104","0","104","0","104","0","1","null","null","null"
"5","MacDigestManager.java","1","78","0","9","1","12","1","8","null","null","null"
"5","Main.java","0","49","0","12","0","13","0","4","null","null","null"
"5","MapMessageImpl.java","0","266","0","266","0","266","0","1","null","null","null"
"5","MapMethods.java","0","56","0","56","0","56","0","1","null","null","null"
"5","MapUtils.java","0","67","0","67","0","67","0","1","null","null","null"
"5","MarkerFileChannel.java","0","133","0","66","0","66","0","2","null","null","null"
"5","MathUtils.java","1","69","23","11","23","13","1","6","null","null","null"
"5","MessageConsumeCallback.java","0","106","0","15","0","23","0","7","null","null","null"
"5","MessageConsumeData.java","0","51","0","17","0","21","0","3","null","null","null"
"5","MessageConsumerImpl.java","0","67","0","67","0","67","0","1","null","null","null"
"5","MessageFilterBase.java","0","45","0","18","0","3","0","1","null","null","null"
"5","MessageFormatter.java","0","111","0","111","0","111","0","1","null","null","null"
"5","MessageHandler.java","0","44","0","14","0","17","0","3","null","null","null"
"5","MessageIdUtils.java","0","138","0","69","0","70","0","2","null","null","null"
"5","MessageImpl.java","0","785","0","785","0","785","0","1","null","null","null"
"5","MessageProducerImpl.java","0","106","0","106","0","106","0","1","null","null","null"
"5","MessageUtil.java","0","400","0","400","0","400","0","1","null","null","null"
"5","MessagingSessionFacade.java","0","379","0","379","0","379","0","1","null","null","null"
"5","MetadataManagerFactory.java","0","192","0","48","0","54","0","4","null","null","null"
"5","MetadataProcessor.java","0","147","0","147","0","147","0","1","null","null","null"
"5","MetaStore.java","0","72","0","72","0","72","0","1","null","null","null"
"5","MetastoreCallback.java","0","23","0","23","0","23","0","1","null","null","null"
"5","MetastoreCursor.java","0","76","0","76","0","76","0","1","null","null","null"
"5","MetastoreException.java","0","31","0","31","0","31","0","1","null","null","null"
"5","MetastoreFactory.java","0","30","0","30","0","30","0","1","null","null","null"
"5","MetastoreScannableTable.java","0","94","0","94","0","94","0","1","null","null","null"
"5","MetastoreTable.java","0","155","0","155","0","155","0","1","null","null","null"
"5","MetastoreTableItem.java","0","63","0","63","0","63","0","1","null","null","null"
"5","MetastoreUtils.java","0","126","0","126","0","126","0","1","null","null","null"
"5","MMSubscriptionManager.java","0","121","0","30","0","36","0","4","null","null","null"
"5","MMTopicManager.java","0","319","0","106","0","107","0","3","null","null","null"
"5","MSException.java","0","193","0","193","0","193","0","1","null","null","null"
"5","MSLedgerManagerFactory.java","1","557","5","79","5","99","2","7","null","null","null"
"5","MsMetadataManagerFactory.java","0","781","0","390","0","393","0","2","null","null","null"
"5","MultiplexHChannelManager.java","0","288","0","96","0","96","0","3","null","null","null"
"5","MultiplexSubscribeResponseHandler.java","0","117","0","39","0","196","0","3","null","null","null"
"5","MultiplexSubscriptionChannelPipelineFactory.java","0","45","0","45","0","45","0","1","null","null","null"
"5","Mutable.java","0","55","0","55","0","55","0","1","null","null","null"
"5","MyNode.java","0","91","0","91","0","91","0","1","null","null","null"
"5","MySqlClient.java","1","125","0","20","1","37","1","6","null","null","null"
"5","NativeIO.java","1","119","0","59","1","60","1","2","null","null","null"
"5","NettyHandlerBean.java","0","43","0","14","0","17","0","3","null","null","null"
"5","NettyHandlerMXBean.java","0","28","0","28","0","28","0","1","null","null","null"
"5","NetUtils.java","0","199","0","42","0","43","0","6","null","null","null"
"5","NetworkTopology.java","0","789","0","789","0","789","0","1","null","null","null"
"5","Node.java","0","55","0","55","0","55","0","1","null","null","null"
"5","NodeBase.java","0","167","0","167","0","167","0","1","null","null","null"
"5","NonSubscriptionChannelPipelineFactory.java","0","43","0","43","0","43","0","1","null","null","null"
"5","NoResponseHandlerException.java","0","31","0","31","0","31","0","1","null","null","null"
"5","NullStatsLogger.java","1","87","87","87","87","87","1","1","null","null","null"
"5","NullStatsProvider.java","1","36","36","36","36","36","1","1","null","null","null"
"5","ObjectMessageImpl.java","0","152","0","152","0","152","0","1","null","null","null"
"5","OpStatsData.java","1","69","69","69","69","69","1","1","null","null","null"
"5","OpStatsLogger.java","1","45","45","45","45","45","1","1","null","null","null"
"5","OpStatsLoggerImpl.java","1","65","65","65","65","65","1","1","null","null","null"
"5","Option.java","0","39","0","39","0","39","0","1","null","null","null"
"5","OrderedSafeExecutor.java","0","144","0","24","0","25","0","6","null","null","null"
"5","OstrichProvider.java","1","71","71","71","71","71","1","1","null","null","null"
"5","OstrichStatsLoggerImpl.java","1","63","63","63","63","63","1","1","null","null","null"
"5","Pair.java","0","38","0","38","0","38","0","1","null","null","null"
"5","PathUtils.java","0","51","0","25","0","27","0","2","null","null","null"
"5","PendingAddOp.java","2","187","3","11","5","15","3","17","null","null","null"
"5","PendingReadOp.java","2","358","10","14","14","26","2","25","null","null","null"
"5","PerChannelBookieClient.java","1","774","31","20","47","31","4","38","null","null","null"
"5","PersistenceManager.java","0","90","0","22","0","23","0","4","null","null","null"
"5","PersistenceManagerWithRangeScan.java","0","25","0","12","0","13","0","2","null","null","null"
"5","PersistRequest.java","0","54","0","18","0","19","0","3","null","null","null"
"5","PipelineFilter.java","0","65","0","32","0","37","0","2","null","null","null"
"5","PropertyExprFunction.java","0","461","0","461","0","461","0","1","null","null","null"
"5","ProxyCloseSubscriptionHandler.java","0","63","0","63","0","63","0","1","null","null","null"
"5","ProxyConfiguration.java","0","33","0","11","0","13","0","3","null","null","null"
"5","ProxyConsumeHandler.java","0","53","0","26","0","27","0","2","null","null","null"
"5","ProxyPublishHander.java","0","56","0","56","0","56","0","1","null","null","null"
"5","ProxyStartDeliveryHandler.java","0","119","0","24","0","26","0","5","null","null","null"
"5","ProxyStopDeliveryHandler.java","0","67","0","22","0","23","0","3","null","null","null"
"5","ProxySubscribeHandler.java","0","78","0","19","0","20","0","4","null","null","null"
"5","ProxyUnsubscribeHandler.java","0","67","0","67","0","67","0","1","null","null","null"
"5","Publisher.java","0","81","0","20","0","21","0","4","null","null","null"
"5","PublishHandler.java","0","81","0","16","0","19","0","5","null","null","null"
"5","PublishResponseHandler.java","0","64","0","10","0","14","0","6","null","null","null"
"5","PubSubCallback.java","0","85","0","17","0","19","0","5","null","null","null"
"5","PubSubData.java","0","162","0","27","0","29","0","6","null","null","null"
"5","PubSubException.java","0","229","0","28","0","30","0","8","null","null","null"
"5","PubSubProtocol.java","0","15195","0","893","0","1767","0","17","null","null","null"
"5","PubSubResponseUtils.java","0","62","0","12","0","13","0","5","null","null","null"
"5","PubSubServer.java","0","482","0","24","0","28","0","20","null","null","null"
"5","PubSubServerBean.java","0","75","0","38","0","38","0","2","null","null","null"
"5","PubSubServerMXBean.java","0","57","0","57","0","57","0","1","null","null","null"
"5","PubSubServerPipelineFactory.java","0","69","0","34","0","35","0","2","null","null","null"
"5","QueueSessionImpl.java","0","76","0","76","0","76","0","1","null","null","null"
"5","RackawareEnsemblePlacementPolicy.java","0","516","0","258","0","260","0","2","null","null","null"
"5","RangeScanRequest.java","0","70","0","35","0","36","0","2","null","null","null"
"5","ReadAheadCache.java","0","777","0","51","0","67","0","15","null","null","null"
"5","ReadAheadCacheBean.java","0","58","0","19","0","20","0","3","null","null","null"
"5","ReadAheadCacheMXBean.java","0","41","0","41","0","41","0","1","null","null","null"
"5","ReadLastConfirmedOp.java","0","114","0","8","0","12","0","14","null","null","null"
"5","ReadOnlyEntryLogger.java","1","53","0","17","1","18","1","3","null","null","null"
"5","ReadOnlyFileInfo.java","0","40","0","40","0","40","0","1","null","null","null"
"5","ReadOnlyLedgerHandle.java","1","151","55","25","65","28","1","6","null","null","null"
"5","ReadTopic.java","0","299","0","60","0","69","0","5","null","null","null"
"5","ReflectionUtils.java","0","137","0","69","0","69","0","2","null","null","null"
"5","RegionManager.java","0","320","0","35","0","48","0","9","null","null","null"
"5","ReplicationEnableCb.java","0","51","0","51","0","51","0","1","null","null","null"
"5","ReplicationException.java","0","67","0","22","0","24","0","3","null","null","null"
"5","ReplicationWorker.java","2","326","0","23","2","31","2","14","null","null","null"
"5","RequestProcessor.java","1","39","39","39","39","39","1","1","null","null","null"
"5","ResponseBuilder.java","0","43","0","21","0","23","0","2","null","null","null"
"5","ResubscribeCallback.java","0","98","0","24","0","25","0","4","null","null","null"
"5","ResubscribeException.java","0","31","0","31","0","31","0","1","null","null","null"
"5","RoundRobinDistributionSchedule.java","0","99","0","16","0","22","0","6","null","null","null"
"5","SafeAsynBKCallback.java","0","93","0","47","0","60","0","2","null","null","null"
"5","SafeAsyncCallback.java","0","32","0","16","0","16","0","2","null","null","null"
"5","SafeAsyncZKCallback.java","0","89","0","44","0","45","0","2","null","null","null"
"5","SafeRunnable.java","0","36","0","9","0","11","0","4","null","null","null"
"5","ScanAndCompareGarbageCollector.java","0","96","0","49","0","55","0","2","null","null","null"
"5","ScanCallback.java","0","57","0","28","0","30","0","2","null","null","null"
"5","ScanCallbackWithContext.java","0","49","0","25","0","25","0","2","null","null","null"
"5","ScanRequest.java","0","58","0","29","0","29","0","2","null","null","null"
"5","ScriptBasedMapping.java","0","238","0","238","0","238","0","1","null","null","null"
"5","SelectorConstant.java","0","169","0","169","0","169","0","1","null","null","null"
"5","SelectorEvalState.java","0","51","0","51","0","51","0","1","null","null","null"
"5","SelectorEvaluationException.java","0","36","0","36","0","36","0","1","null","null","null"
"5","ServerConfiguration.java","2","566","50","34","57","36","6","46","null","null","null"
"5","ServerMessageFilter.java","0","43","0","43","0","43","0","1","null","null","null"
"5","ServerRedirectLoopException.java","0","35","0","17","0","18","0","2","null","null","null"
"5","ServerStats.java","0","182","0","39","0","46","0","7","null","null","null"
"5","SessionImpl.java","0","1809","0","904","0","910","0","2","null","null","null"
"5","Shell.java","0","610","0","610","0","610","0","1","null","null","null"
"5","SimpleHChannelManager.java","0","323","0","80","0","82","0","4","null","null","null"
"5","SimpleSubscribeResponseHandler.java","0","250","0","50","0","135","0","5","null","null","null"
"5","SimpleSubscriptionChannelPipelineFactory.java","0","45","0","22","0","22","0","2","null","null","null"
"5","SnapshotMap.java","0","118","0","59","0","60","0","2","null","null","null"
"5","SslClientContextFactory.java","0","37","0","37","0","37","0","1","null","null","null"
"5","SslContextFactory.java","0","60","0","30","0","36","0","2","null","null","null"
"5","SslServerContextFactory.java","0","48","0","48","0","48","0","1","null","null","null"
"5","StateManager.java","0","162","0","162","0","162","0","1","null","null","null"
"5","Stats.java","1","57","57","57","57","57","1","1","null","null","null"
"5","StatsLogger.java","1","50","50","50","50","50","1","1","null","null","null"
"5","StatsProvider.java","1","41","41","41","41","41","1","1","null","null","null"
"5","StreamMessageImpl.java","0","677","0","677","0","677","0","1","null","null","null"
"5","StringEntryFormatter.java","0","43","0","43","0","43","0","1","null","null","null"
"5","StringUtils.java","0","117","0","19","0","24","0","6","null","null","null"
"5","SubscribeHandler.java","0","201","0","16","0","28","0","12","null","null","null"
"5","Subscriber.java","0","342","0","43","0","46","0","8","null","null","null"
"5","SubscribeResponseHandler.java","0","165","0","11","0","40","0","14","null","null","null"
